1|임무용 아이템
5e3|마도 레이저
5e4|마도 레이저
5e5|마도 레이저
5e6|폭뢰 기폭
5e7|에테르 파동
5e8|폭뢰 기폭
5e9|융합 폭발
5ea|마도 플레어
5eb|유폭
5ec|알테마
5ed|삭풍의 노래
5ee|폭렬 난사
5ef|태풍의 눈
5f0|대지 붕괴
5f1|광휘의 불기둥
5f2|대지의 무게
5f3|대폭발
5f4|용암 분출
5f5|진홍 회오리
5f6|맹공포
5f7|예리한 관통
5f8|소각
5f9|작열의 포효
5fa|뜨거운 바람
5fb|폭렬 난사
5fc|진홍 회오리
5fd|공격
5fe|염옥의 사슬
5ff|염옥의 불꽃
600|지옥의 화염
601|비상
602|강하
603|물귀신 작전
606|크리스탈 세례
607|날개바람
608|어미새의 분노
609|부화
60a|흡착 폭뢰 기폭
60b|급강하
60c|바람의 칼날
60d|바람의 칼날
60e|깃털비
60f|따뜻한 기류
610|마녀의 수레바퀴
611|하강 기류
612|대기 폭발
613|대폭풍
614|돌개바람
615|대형 돌개바람
616|귀갑 방패
617|명예로운 일격
618|미스릴 폭풍
619|전쟁의 짜릿함
61a|전력 강타
61b|찍어차기
61c|공중제비
61d|구속 방지
61e|연쇄 돌격
61f|꼬챙이 꿰기
620|용사의 행진곡
621|원거리 사격
622|폭발 사격
623|여신의 자비
624|여신의 숨결
625|밤의 날개
626|유령 쐐기
627|안개의 장막
628|쇠퇴
629|생명파동술
62a|정신통일책
62b|무기 투척
62c|분발
62d|에테르 분출
62e|집중
62f|명상
630|정화
631|수비
632|탐지
633|천리안
634|강습 공격
635|재앙의 바람
636|활기
637|저격
638|전기 충격
639|총성
63a|역행
63b|타르 웅덩이
63c|욕망의 냉기
63d|되받아치기
64a|피의 검
64b|透明：合体引き寄せ/ハウケタハード
64c|망자의 춤
64d|100모그즈 후려치기
64e|회전모그마
64f|회전 모그방패
650|덤벼라쿠뽀!
651|폼폼 플레어
652|폼폼 메테오
653|폼폼 케알
654|폼폼 홀리
655|모그리 사격
656|모그리 죽음의 화살비
657|모그리 행진곡
658|모그리 행진곡
659|모그 찌르기
65a|1000모그즈 돌진
65b|삼라의 선왕
65c|메멘토 모그리
65d|회전모그마
65e|덤벼라쿠뽀!
65f|폼폼 메테오
660|폼폼 홀리
661|모그리 죽음의 화살비
662|모그리 행진곡
663|透明：モーグリ：モーグリショット：ターゲッティング/ノーマル
664|透明：モーグリ：アローレイン：ターゲッティング/ノーマル
665|부활의 주문
666|땅울림
667|힘 모으기
668|통한의 일격
669|통한의 일격
66a|필살의 정권
66b|열 받음
66c|블리자가 5
66d|파이어 5
66e|그라비데 2
66f|열 받음
670|토네이도 2
671|데존
672|透明：アルテマウェポン：アルテマ弾ターゲッティング
673|タイタン・エギ：タイタンハード/ＡＡ
674|透明：タイタン：岩の牢獄
675|흡착
676|산성 안개
677|가스 연막
678|돌발 홍수
679|염산 뿌리기
67a|매질
67b|부정한 독기
67c|낙하
67d|위협의 손길
67e|파라이가
67f|배니시
680|배니시가
681|배니시
682|분열
683|회전 돌진
684|에테르 폭발
685|에테르 폭발
686|매질
687|태풍의 눈
688|대기 작렬
689|채찍질
68a|소음 공해
68b|좀비화
68c|용암 분출
68d|용암 분출
68e|파이라
68f|다크 파이가
690|자폭
691|낙석
692|대지 균열
693|심핵의 빛
694|자폭
695|다크 파이가
696|중금속 충격
697|강공격
698|충격의 포효
699|모래기둥
69a|강속구
69b|대폭발
69c|분진 폭발
69d|자폭
69e|해독
69f|탐색
6a0|보이드 블리자가
6a1|보이드 블리자드
6a2|얼음 낙하
6a3|명계의 폭발
6a4|アークデーモン：AA
6a5|심연의 공격
6a6|심연의 관통
6a7|심연의 돌격
6a8|어둠의 미사일
6a9|처형 판결
6aa|심연의 돌격
6ab|죽음의 낫
6ac|갈가리 찢기
6ad|보이드의 독기
6ae|망자의 춤
6af|지옥의 심판
6b0|살육
6b1|끔찍한 포효
6b2|보이드 파이라
6b3|보이드 선더가
6b4|암흑의 안개
6b5|보이드 파이쟈
6b6|보이드 선더쟈
6b7|현혹의 안개
6b8|핏빛 비
6b9|핏빛 비
6ba|핏빛 비
6bb|보이드 파이라
6bc|암흑의 안개
6bd|일도양단
6be|0차원
6c2|에인션트 플레어
6c3|에인션트 플레어
6c4|퀘이가
6c5|진공베기
6c6|차원베기
6c7|메기도 플레임
6c8|진공베기
6c9|차원베기
6ca|차원베기
6cb|차원베기
6cc|차원베기
6cd|메기도 플레임
6ce|메기도 플레임
6cf|메기도 플레임
6d0|메기도 플레임
6d1|퀘이크
6d2|잘게 썰기
6d3|잘게 썰기
6d4|에인션트 플레어
6d5|섬뜩한 불꽃
6d6|낙뢰
6d7|대소용돌이
6d8|대소용돌이
6d9|사나운 뿔
6da|베히모스: 두 다리
6db|호령
6dc|황도 메테오
6dd|노리기
6de|화염 폭발
6df|천상의 빛
6e0|요마 소환
6e1|삭풍의 노래
6e2|악마의 유혹
6e3|깃털창
6e4|불꽃 숨결
6e5|재채기
6e6|투척
6e8|전자기장
6ea|힐난
6eb|문드러진 꼬리
6ec|잔혹한 도살자
6ed|잔혹한 빛무리
6ee|황폐화
6ef|잔혹한 운명
6f1|대선풍
6f2|눈덩이
6f4|낙월파참
6f5|분진 확산
6f6|어둠의 의지
6f7|성화
6f8|독 포자
6f9|웅장한 검격
6fa|웅장한 타격
6fb|마도 레이저
6fc|공격
6fd|자폭
6fe|부패 브레스
6ff|괴이한 시선
700|꼬리쓸기
702|바위 쪼개기
703|격진
704|대지의 무게
705|화강암 감옥
706|산사태
707|대지 붕괴
708|대지의 분노
709|대지의 무게
70a|흡착식 에테르 폭뢰
70b|청린 방출
70c|유도 레이저
70d|확산 레이저
70e|마도 레이저
70f|마도 레이저
710|마도 레이저
711|폭뢰 기폭
712|에테르 파동
713|폭뢰 기폭
714|융합 폭발
715|마도 플레어
716|유폭
717|알테마
718|삭풍의 노래
719|폭렬 난사
71a|태풍의 눈
71b|대지 붕괴
71c|광휘의 불기둥
71d|대지의 무게
71e|대폭발
71f|용암 분출
720|진홍 회오리
721|맹공포
722|흡착 폭뢰 기폭
723|透明：アルテマウェポン：アルテマ弾ターゲッティング
724|레벨 5 석화
725|보이드 파이라
726|보이드 블리자드
727|달콤한 검격
728|대폭발
729|암흑의 안개
72a|맹독의 손길
72b|대지 파괴
72c|용기
72d|지진
72e|모래늪
72f|대지 파괴
730|모래 태풍
731|웅장한 검격
732|보이드 선더가
734|꼬리쓸기
735|소화 효소
736|포식
737|더러운 재채기
738|두들겨 부수기
739|포자구름
73a|뱉기
73b|포자 폭발
73c|고름 분비
73d|공격
73e|들이마시기
73f|물의 숨결
740|꼬리 채찍
741|비늘 화살
742|물폭풍
743|물폭풍
744|몸통 박기
745|고속 돌진
746|기절 사격
747|침몰의 폭풍
748|물총탄
749|공포의 폭풍
74a|공포의 물줄기
74b|바다의 포효
74c|바다의 포효
74d|고속 돌진
74e|에테르 흡수
74f|물장구
750|해일
751|물폭탄
752|루인
753|다크
754|공포의 물결
755|공포의 물결
756|공포의 물결
757|공포의 물결
758|보이드의 저주
759|밤의 공포
75a|공격
75b|야습
75c|악몽
75d|괴혈병
75e|죽음의 덫
75f|자물쇠 해제
760|투명: 악마의 문: 흡수
761|보이드의 저주
762|중력 구체
763|임계 중력
764|밤의 방패
765|재앙의 전조
766|궁극의 공포
767|어둠의 공포
768|요마의 비늘가루
769|허물 벗기
76a|독가루
76b|급습
76c|광풍
76d|상승
76e|괴음파
76f|역병 창궐
770|부식성 돌풍
771|비늘가루 폭탄
772|포탄
773|치명적 일격
774|발톱
775|욕설
776|허둥지둥
777|독액
778|저주받은 구체
779|죽음의 광선
77a|흉안
77b|희미한 징조
77c|파라이가
77d|물의 반사
77e|폭주
77f|활공 돌진
780|고블린 돌진
781|폭탄 던지기
782|저격
783|폭발
784|바늘 산탄
786|나무통 던지기
787|청린 폭발
788|긴급 사출
789|활공 돌진
78a|총격
78b|화염방사
78c|폭격
78d|융단폭격
78e|결정타
78f|폭발
790|대폭발
793|합금 드릴
794|드릴 대포
795|한계 돌파
796|뺑소니
797|피의 애무
798|가시채찍
799|향기의 덫
79a|포식
79b|방출
79c|점액 배출
79d|시든 꽃다발
79e|잎사귀 폭풍
79f|잎사귀 폭풍
7a0|벌레 떼
7a1|산성비
7a2|썩은 냄새
7a3|예리한 벌침
7a4|치명적인 벌침
7a5|산성 분무
7a6|산성 구름
7a7|산성 분비물
7a8|꼬리치기
7a9|홍련의 칼날
7aa|화염의 원
7ab|회전 베기
7ac|저주의 목소리
7ad|석화의 목소리
7ae|신경질
7af|저주의 외침
7b0|석화의 외침
7b1|석화
7b2|맹독 꼬리
7b3|맹독 꼬리
7b4|꼬리치기
7b5|회전 베기
7b6|용기
7b7|사격
7b8|조준 사격
7b9|빗발치는 화살
7ba|어둠의 구체
7bb|석화
7bc|공포의 구체
7bd|훈계
7be|훈계
7bf|훈계
7c0|공격
7c1|공격
7c2|확산 광선
7c3|두뇌 장악
7c4|알라그 필드
7c5|임계 돌파
7c6|기화 폭탄
7c7|유도 미사일
7c8|원자 파동
7c9|관성 기류
7ca|탄도 미사일
7cb|탄도 미사일
7cc|탄도 미사일
7cd|탄도 미사일
7ce|생명 흡수
7cf|방어 반응
7d0|방해 파동
7d1|지뢰 폭발
7d2|지뢰 대폭발
7d3|원심 타격
7d4|소각 처분
7d5|흉조의 발톱
7d6|흉조의 부리
7d7|흉조의 비상
7d8|강철 전차
7d9|강철 전차
7da|달의 원동력
7db|달의 원동력
7dc|달라가브 강하
7dd|흉조의 강하
7de|유성 폭풍
7df|열전자 광선
7e0|초신성
7e1|만유인력
7e2|구속의 고리
7e3|질식
7e4|천지붕괴
7e5|열전자 폭발
7e6|용신의 가호
7e7|메가플레어
7e8|메가플레어
7e9|운석 낙하
7ea|운석 낙하
7eb|운석 낙하
7ec|파편 폭발
7ed|돌머리
7ee|바위 우레
7ef|완전 파괴
7f0|심핵의 빛
7f1|무거운 충격
7f2|무거운 충격
7f3|무거운 충격
7f4|무거운 충격
7f5|대지 충격파
7f6|자력
7f7|화염 구체
7f8|치명상
7f9|구속의 사슬
7fa|신경망 파열
7fb|화염구
7fc|얼음구
7fd|번개 사슬
7fe|번개 사슬
7ff|인두질
800|인두질
801|인두질
802|1000모그즈 후려치기
803|회전모그마
804|모그의 그림자
805|덤벼라쿠뽀!
806|모그의 빛
807|폼폼 플레어
808|폼폼 메테오
809|모그의 저주
80a|폼폼 케알
80b|폼폼 홀리
80c|모그리 응원가
80d|모그리 사격
80e|모그리 죽음의 화살비
80f|모그모그 삼각편대
810|모그모그 삼각편대
811|기습쿠뽀
812|속임수쿠뽀
813|1000모그즈 돌진
814|삼라의 선왕
815|모글레스 오블리주
816|출동 명령!
817|투혼 주입!
818|모그 메테오
819|절단 공격
81a|초소형 벽
81b|1000톤즈 휘두르기
81c|포식자의 본능
81d|쏘아보기
81e|10톤즈 후려치기
81f|100톤즈 후려치기
820|100톤즈 휘두르기
821|아이 오브 비홀더
822|공격
823|공포의 물결
824|공포의 물결
825|공포의 물결
826|물의 숨결
827|꼬리 채찍
828|비늘 화살
829|물폭풍
82a|몸통 박기
82b|바다의 포효
82c|고속 돌진
82d|물장구
82e|해일
82f|물폭탄
830|수력 대포
831|물의 거울
832|고속 돌진
833|악마의 눈동자
834|안광
835|뿔소 돌진
836|백안시
837|마안
838|마안
839|마수의 포효
83a|잎사귀 폭풍
83b|천지붕괴
83c|선풍참
83d|선풍참
83e|끝장타
83f|끝장타
840|프라다만테
841|기가 점프
842|개구리의 노래
843|작은 멜로디
844|로켓 주먹
845|굽실굽실
846|진공 칼날
847|폭발
849|메멘토 모그리
84a|폭탄 던지기
84b|여신의 구속
84c|여신의 정원
84d|십자창
84e|십자창
84f|정지
850|달 신의 분노
851|달 신의 심판
852|화염구
853|화염의 숨결
854|꼬리 매타작
855|치명적 구속
856|야성의 돌진
857|낚시등
858|비전서 제작법 습득
859|불똥
85a|전류
85c|폭격
85d|대형 철구
85e|씨앗 투척
85f|화염 숨결
860|빙결의 포효
861|뇌전의 포효
862|머리 휘두르기
863|꼬리 휘두르기
864|게워내기
865|선풍
866|사격
867|공격
868|맥박 전송
869|透明：メテオ核予兆/小：バハムートダンジョン2/Trash
86a|폭격
86b|점균 확산
86c|산성비
86d|열광
86e|희생
86f|프라다만테
870|방출
871|바하무트의 발톱
872|リヴァイアサン：魔法反撃
873|リヴァイアサン：遠隔反撃
874|수신의 망토
875|수신의 장막
876|모그 메테오
877|별조각
878|산성 안개
879|가시채찍
87a|잎사귀 폭풍
87b|탄도 미사일
87c|탄도 미사일
87d|탄도 미사일
87e|透明：メテオ核予兆/大：バハムートダンジョン2/Trash
87f|파이라
880|선더가
881|전압 폭등
882|불티
883|돌멩이
884|자라는 가시나무
885|고블린 돌진
886|폭탄 던지기
887|강력 공격
888|물방울 폭발
889|모그모그 삼각편대
88a|고속 돌진
88b|고속 돌진
88c|압도
88d|활공 돌진
88e|저격
88f|달 신의 분노
890|공격
891|물의 숨결
892|꼬리 채찍
893|비늘 화살
894|물폭풍
895|몸통 박기
896|고속 돌진
897|바다의 포효
898|물장구
899|해일
89a|물폭탄
89b|공포의 물결
89c|바나나 먹기
89d|구타
89e|암석 던지기
89f|북치기
8a0|달려들기
8a1|매질
8a2|휩쓸기
8a3|암석 던지기
8a4|먹물 뿌리기
8a5|먹물 뿌리기
8a6|루인
8a7|포획
8a8|내던지기
8a9|물대포
8aa|휩쓸기
8ab|매질
8ac|세상의 끝에서
8ad|작열지옥
8ae|치명상
8af|얼음구
8b0|용의 피
8b1|불쾌한 비명
8b2|透明：ギミック汎用：引き寄せ
8b3|쇠덫
8b4|물길
8b5|고압 물덩이
8b6|물덩이 폭발
8b7|썰물
8b8|수중 감옥
8b9|해방
8ba|물기둥
8bb|대분출
8bc|거대 소용돌이
8bd|포격
8be|뇌격탄
8bf|바나나 먹기
8c0|쌍검 회전베기
8c1|잔영
8c2|돌풍베기
8c3|벌독
8c4|무쌍베기
8c5|은신술
8c6|마무리 일격
8c7|칼 던지기
8c8|약탈
8c9|질타
8ca|기습 공격
8cb|춤추는 칼날
8cc|뱀독
8cd|은신술
8ce|피의 비
8cf|칼날 선풍
8d0|목 따기
8d1|그림자 송곳니
8d2|속임수 공격
8d3|하늘의 인
8d4|인술
8d5|땅의 인
8d6|축지법
8d7|사람의 인
8d8|생사여탈
8d9|풍마의 수리검
8da|화둔술
8db|뇌둔술
8dc|빙둔술
8dd|풍둔술
8de|토둔술
8df|수둔술
8e0|소환술
8e1|낫가르기
8e2|번개 충격
8e3|번개 불꽃
8e4|번개 폭풍
8e5|번개 폭풍
8e6|번개 폭풍
8e7|심판의 벼락
8e8|혼돈의 일격
8e9|뇌신의 북소리
8ea|낙뢰
8eb|충전
8ec|번개 충격
8ed|번개 불꽃
8ee|번개 폭풍
8ef|번개 폭풍
8f0|번개 폭풍
8f1|심판의 벼락
8f2|혼돈의 일격
8f3|뇌신의 북소리
8f4|낙뢰
8f5|할퀴기
8f6|화염 숨결
8f7|징벌
8f8|단말마
8f9|단말마
8fa|물기
8fb|세게 짓밟기
8fc|초경화
8fd|アダマン：亀ドラゴン：回転ジェット準備：ストーンヴィジルハード
8fe|채찍난무
8ff|アダマン：亀ドラゴン：回転ジェット終了：ストーンヴィジルハード
900|튕겨내기
901|전기 파동
902|꼬리 휘두르기
903|착탄
904|뇌격 착탄
905|튕겨내기
906|발톱 난도질
907|화염구
908|화염의 숨결
909|꼬리 매타작
90a|야성의 돌진
90b|대흥분
90c|뼈대 흔들기
90d|에인션트 플레어
90e|먹물
90f|부정함
910|강철의 정의
911|넘어뜨리기
912|화염의 영혼
913|빙결의 영혼
914|방전의 영혼
915|강철의 정의
916|여명
917|여명
918|여명
919|불 건너기
91a|작열하는 사슬
91b|영원한 고통
91c|왕의 유언
91d|영혼 분리
91e|물벼락
91f|비늘 물결
920|무너지는 하늘
921|퀘이크
922|용의 숨결
923|드레인
924|브레크가
925|통구이
926|인두질
927|화염구
928|달부메랑
929|달부메랑
92a|별주먹
92b|에인션트 플레어
92c|오라 발사
92d|핏빛 달
92e|강철의 정의
92f|죽음의 홍수
930|공포의 눈길
931|비열한 발언
932|쌍도끼질
933|주먹질
934|불타는 광란
935|불타는 광란
936|오라 포격
937|에인션트 퀘이크
938|주술
939|에인션트 퀘이가
93a|부정함
93b|혜성 낙하
93c|운석 낙하
93d|마과학 반응
93e|마과학 폭발
93f|절대권력
940|번개
942|낙뢰
943|미니멈
944|마지막 시합
945|마지막 춤
946|마지막 노래
947|플라스마 방출
948|마지막 노래
949|불꽃놀이
94a|불꽃놀이
94b|콜로라투라
94c|포르테 파이가
94d|지진
94e|포르테 블리자가
94f|포르테 선더가
950|포르테 선더가
951|얼어붙는 비극
952|두꺼비의 희극
953|ガーディアン：ブレス：詠唱無し
954|전도율
955|재빠른 활시위
956|폭행 명령
957|부패의 화살
958|매질
959|이판사판
95a|자포자기
95b|물귀신 작전
95c|강철의 정의
95d|암운
95e|암흑 성운
95f|영혼 파열
960|정신 파열
961|영혼 충전
962|붉은 결혼식
963|뜨거운 시선
964|목매달기
965|사랑의 선서
966|황폐화
967|공포의 눈길
968|나선 회전
969|황폐화
96a|레벨 X 석화
96b|스톤
96c|잔혹한 운명
96d|속쓰림
96e|팔꿈치 찍기
96f|연속 타격
970|100톤즈 후려치기
971|100톤즈 휘두르기
972|노려보기
973|아이 오브 비홀더
974|화염 태풍
975|벼락 세례
976|역한 입냄새
977|꼬챙이
978|바위 우레
979|낙석
97a|자폭
97b|석화 숨결
97c|마비 숨결
97d|독 숨결
97e|공포의 눈길
97f|대폭발
980|공격
981|달콤한 검격
982|마도포
983|마도 광자포
984|불꽃 숨결
985|재채기
986|오라 장막
987|카바티나
988|카바티나
989|대단원의 열광
98a|다이아몬드 더스트
98b|두꺼비 파이어
98c|보이드 파이라
98d|타액 발사
98e|공격
98f|응시
990|낮은 굉음
991|한기
992|내면의 악마
993|얼어붙은 검
994|무기 용해
995|얼어붙은 지팡이
996|얼음의 낙인
997|우박 폭풍
998|우박 폭풍
999|영구동토
99a|공격
99b|공격
99c|절대영도
99d|빙결의 환상
99e|고드름 낙하
99f|공격
9a0|천상의 일격
9a1|빙하 강타
9a2|다이아몬드 더스트
9a3|透明：シヴァ：凍結レクト：ノックバック用
9a4|폭설
9ab|소금물 비
9ac|소금물 방울
9ad|부화
9ae|비애의 날개
9af|몸부림
9b0|가위손
9b1|거품목욕
9b2|마지막 벌침
9b4|피의 애무
9b5|가시채찍
9b6|가시채찍
9b7|자라는 가시나무
9b8|향기의 덫
9b9|폭식
9ba|방출
9bb|방출
9bc|점액 배출
9bd|시든 꽃다발
9be|잎사귀 폭풍
9bf|잎사귀 폭풍
9c0|잎사귀 폭풍
9c1|벌레 떼
9c2|산성비
9c3|산성비
9c4|썩은 냄새
9c5|잎사귀 폭풍
9c6|예리한 벌침
9c7|치명적인 벌침
9c8|산성 분무
9c9|산성 구름
9ca|산성 분비물
9cb|꼬리치기
9cc|홍련의 칼날
9cd|화염의 원
9ce|회전 베기
9cf|저주의 목소리
9d0|석화의 목소리
